idx	Train_S	Test_S	All_S	Train_T	Test_T	All_T	Train_T_10	Test_T_10	All_T_10	Other1	Other2
0	0.08628572	0.08133333	0.0848	0.08514286	0.08	0.0836	[0.0, 0.029761905, 0.017142856, 0.11299435, 0.37714285, 0.0, 0.2881356, 0.020289855, 0.0029498525, 0.0]	[0.0, 0.05487805, 0.006666667, 0.08219178, 0.36, 0.0, 0.26027396, 0.038709678, 0.0, 0.0]	[0.0, 0.038, 0.014, 0.104, 0.372, 0.0, 0.28, 0.026, 0.002, 0.0]	0.00011905952	1.4211982e-06
10	0.1	0.1	0.1	0.1	0.1	0.1	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0.00020094868	4.8454385e-06
20	0.09971429	0.096666664	0.0988	0.09942857	0.09866667	0.0992	[0.0, 0.0, 0.0, 0.0, 0.9942857, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 0.9866667, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 0.992, 0.0, 0.0, 0.0, 0.0, 0.0]	0.0002812473	2.6027905e-05
30	0.1	0.1	0.1	0.1	0.1	0.1	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0.0002592369	6.331946e-05
40	0.1	0.1	0.1	0.1	0.1	0.1	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0.00025903177	8.776388e-05
50	0.10028572	0.1	0.1002	0.1	0.1	0.1	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0.00022802362	7.568183e-05
60	0.116	0.11133333	0.1146	0.104	0.106	0.1046	[0.0, 0.0, 0.0, 0.03954802, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.061643835, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.046, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0.00017189328	7.3323725e-05
70	0.12885714	0.118666664	0.1258	0.11228571	0.108	0.111	[0.0, 0.0, 0.0, 0.121468924, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.08219178, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.11, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0.00021161395	7.155503e-05
80	0.192	0.17933333	0.1882	0.17514285	0.16933334	0.1734	[0.0, 0.0, 0.0, 0.91525424, 0.8257143, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.89726025, 0.82, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.91, 0.824, 0.0, 0.0, 0.0, 0.0, 0.0]	0.00023355708	6.163062e-05
90	0.11057143	0.106	0.1092	0.100857146	0.101333335	0.101	[0.0, 0.0, 0.0, 0.008474576, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.01369863, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.01, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	0.00022003613	6.4790365e-05
100	0.12314286	0.114	0.1204	0.10485714	0.10666667	0.1054	[0.0, 0.0, 0.0, 0.04519774, 1.0, 0.0, 0.0028248588, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.06849315, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.052, 1.0, 0.0, 0.002, 0.0, 0.0, 0.0]	0.00022751559	5.9190555e-05
110	0.19685714	0.18733333	0.194	0.17028572	0.16133334	0.1676	[0.0, 0.0, 0.0, 0.68926555, 0.99714285, 0.0, 0.008474576, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.63013697, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.672, 0.998, 0.0, 0.006, 0.0, 0.0, 0.0]	0.00015917234	4.6940288e-05
120	0.18314286	0.16	0.1762	0.14571428	0.13466667	0.1424	[0.0, 0.0, 0.0, 0.4180791, 1.0, 0.0, 0.033898305, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.34246576, 1.0, 0.0, 0.01369863, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.396, 1.0, 0.0, 0.028, 0.0, 0.0, 0.0]	0.00015405286	5.2236603e-05
130	0.20942858	0.19733334	0.2058	0.19457144	0.19133334	0.1936	[0.0, 0.0, 0.0, 0.98870057, 0.8914286, 0.0, 0.053672317, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.98630136, 0.9, 0.0, 0.05479452, 0.0, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.988, 0.894, 0.0, 0.054, 0.0, 0.0, 0.0]	0.00021359208	1.905614e-05
140	0.19857143	0.18466666	0.1944	0.17	0.16666667	0.169	[0.049132947, 0.0, 0.0, 0.6299435, 1.0, 0.0, 0.014124294, 0.0, 0.0, 0.0]	[0.077922076, 0.0, 0.0, 0.5890411, 1.0, 0.0, 0.01369863, 0.0, 0.0, 0.0]	[0.058, 0.0, 0.0, 0.618, 1.0, 0.0, 0.014, 0.0, 0.0, 0.0]	0.00018182117	2.913666e-05
150	0.28971428	0.26866665	0.2834	0.24228571	0.23666666	0.2406	[1.0, 0.0, 0.0, 0.39548022, 1.0, 0.0, 0.033898305, 0.0, 0.0, 0.0]	[1.0, 0.0, 0.0, 0.31506848, 1.0, 0.0, 0.034246575, 0.0, 0.0, 0.0]	[1.0, 0.0, 0.0, 0.372, 1.0, 0.0, 0.034, 0.0, 0.0, 0.0]	0.00016946672	3.3780583e-05
160	0.37657142	0.35666665	0.3706	0.3222857	0.32666665	0.3236	[1.0, 0.21130952, 0.0, 0.9293785, 1.0, 0.0, 0.09039548, 0.0, 0.0, 0.0]	[1.0, 0.24390244, 0.0, 0.8767123, 1.0, 0.0, 0.12328767, 0.0, 0.0, 0.0]	[1.0, 0.222, 0.0, 0.914, 1.0, 0.0, 0.1, 0.0, 0.0, 0.0]	0.00011740031	2.3798784e-06
170	0.41485715	0.41533333	0.415	0.396	0.404	0.3984	[1.0, 0.9702381, 0.0, 0.90960455, 1.0, 0.0, 0.118644066, 0.0, 0.0, 0.0]	[1.0, 0.9756098, 0.0, 0.8561644, 1.0, 0.0, 0.11643836, 0.0, 0.0, 0.0]	[1.0, 0.972, 0.0, 0.894, 1.0, 0.0, 0.118, 0.0, 0.0, 0.0]	2.5579197e-05	9.572017e-06
180	0.42171428	0.40066665	0.4154	0.3642857	0.372	0.3666	[1.0, 0.3452381, 0.0, 0.9915254, 1.0, 0.0, 0.31638417, 0.0, 0.0, 0.0]	[1.0, 0.36585367, 0.0, 0.98630136, 1.0, 0.0, 0.34246576, 0.0, 0.0, 0.0]	[1.0, 0.352, 0.0, 0.99, 1.0, 0.0, 0.324, 0.0, 0.0, 0.0]	3.886412e-05	2.2592372e-05
190	0.454	0.44133332	0.4502	0.41228572	0.42133334	0.415	[1.0, 0.72619045, 0.0, 0.99717516, 0.99714285, 0.0, 0.42655367, 0.0, 0.0, 0.0]	[1.0, 0.7134146, 0.0, 1.0, 1.0, 0.0, 0.44520548, 0.0, 0.0, 0.0]	[1.0, 0.722, 0.0, 0.998, 0.998, 0.0, 0.432, 0.0, 0.0, 0.0]	2.3592089e-05	2.8632465e-05
200	0.42	0.4	0.414	0.3597143	0.35666665	0.3588	[1.0, 0.5208333, 0.0, 0.8361582, 1.0, 0.0, 0.259887, 0.0, 0.0, 0.0]	[1.0, 0.47560975, 0.0, 0.75342464, 1.0, 0.0, 0.29452056, 0.0, 0.0, 0.0]	[1.0, 0.506, 0.0, 0.812, 1.0, 0.0, 0.27, 0.0, 0.0, 0.0]	4.0027546e-05	1.4839112e-05
210	0.45542857	0.45	0.4538	0.4277143	0.44066668	0.4316	[1.0, 0.9345238, 0.0, 0.99435025, 1.0, 0.0, 0.38135594, 0.0, 0.0, 0.0]	[1.0, 0.9207317, 0.0, 1.0, 1.0, 0.0, 0.41095892, 0.0, 0.0, 0.0]	[1.0, 0.93, 0.0, 0.996, 1.0, 0.0, 0.39, 0.0, 0.0, 0.0]	6.839179e-05	5.799113e-06
220	0.458	0.45266667	0.4564	0.44514287	0.454	0.4478	[1.0, 1.0, 0.0, 1.0, 0.99714285, 0.0, 0.48870057, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.45890412, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.0, 1.0, 0.998, 0.0, 0.48, 0.0, 0.0, 0.0]	0.00016898056	4.0546875e-05
230	0.46742857	0.46	0.4652	0.44885713	0.46133333	0.4526	[1.0, 0.99404764, 0.0, 0.99435025, 1.0, 0.0, 0.5338983, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.53424656, 0.0, 0.0, 0.0]	[1.0, 0.996, 0.0, 0.996, 1.0, 0.0, 0.534, 0.0, 0.0, 0.0]	0.00017039082	4.7196983e-05
240	0.48142856	0.47866666	0.4806	0.468	0.472	0.4692	[1.0, 1.0, 0.0, 1.0, 0.9742857, 0.0, 0.7372881, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.0, 1.0, 0.9533333, 0.0, 0.6917808, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.0, 1.0, 0.968, 0.0, 0.724, 0.0, 0.0, 0.0]	0.00019339961	7.2077266e-05
250	0.47114286	0.46333334	0.4688	0.44257143	0.45533332	0.4464	[1.0, 1.0, 0.0, 0.9915254, 1.0, 0.0, 0.46892655, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.0, 0.9931507, 1.0, 0.0, 0.47945204, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.0, 0.992, 1.0, 0.0, 0.472, 0.0, 0.0, 0.0]	0.000269467	4.7041103e-05
260	0.5228571	0.5133333	0.52	0.47685716	0.48266667	0.4786	[1.0, 0.9910714, 0.0057142857, 1.0, 1.0, 0.0, 0.80225986, 0.0, 0.0, 0.0]	[1.0, 0.9878049, 0.006666667, 1.0, 1.0, 0.0, 0.760274, 0.0, 0.0, 0.0]	[1.0, 0.99, 0.006, 1.0, 1.0, 0.0, 0.79, 0.0, 0.0, 0.0]	0.0003262516	7.8490935e-05
270	0.48257142	0.47933334	0.4816	0.46685714	0.47333333	0.4688	[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.700565, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.65753424, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.688, 0.0, 0.0, 0.0]	0.00042052474	9.970565e-05
280	0.5157143	0.502	0.5116	0.46771428	0.47466666	0.4698	[1.0, 1.0, 0.0028571428, 1.0, 1.0, 0.0, 0.70621467, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.006666667, 1.0, 1.0, 0.0, 0.6643836, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.004, 1.0, 1.0, 0.0, 0.694, 0.0, 0.0, 0.0]	0.0005343589	6.0046674e-05
290	0.554	0.542	0.5504	0.486	0.49066666	0.4874	[1.0, 1.0, 0.034285713, 1.0, 1.0, 0.0, 0.8559322, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.046666667, 1.0, 1.0, 0.0, 0.7876712, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.038, 1.0, 1.0, 0.0, 0.836, 0.0, 0.0, 0.0]	0.00062752934	6.919401e-05
300	0.55542856	0.546	0.5526	0.48514286	0.49133334	0.487	[1.0, 1.0, 0.05142857, 1.0, 1.0, 0.0, 0.8305085, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.046666667, 1.0, 1.0, 0.0, 0.79452056, 0.0, 0.0, 0.0]	[1.0, 1.0, 0.05, 1.0, 1.0, 0.0, 0.82, 0.0, 0.0, 0.0]	0.00077506155	5.2263495e-05
310	0.586	0.59066665	0.5874	0.526	0.53466666	0.5286	[1.0, 0.9970238, 0.42285714, 1.0, 1.0, 0.0, 0.8615819, 0.0, 0.0088495575, 0.0]	[1.0, 1.0, 0.44666666, 1.0, 1.0, 0.0, 0.8287671, 0.0, 0.0, 0.0]	[1.0, 0.998, 0.43, 1.0, 1.0, 0.0, 0.852, 0.0, 0.006, 0.0]	0.0008406285	3.2798853e-05
320	0.582	0.58533335	0.583	0.5254286	0.5286667	0.5264	[1.0, 1.0, 0.35714287, 1.0, 1.0, 0.0, 0.8785311, 0.0, 0.050147492, 0.0]	[1.0, 1.0, 0.34666666, 1.0, 1.0, 0.0, 0.8356164, 0.0, 0.031055901, 0.0]	[1.0, 1.0, 0.354, 1.0, 1.0, 0.0, 0.866, 0.0, 0.044, 0.0]	0.0009201295	3.1703967e-05
330	0.5705714	0.572	0.571	0.50314283	0.506	0.504	[1.0, 1.0, 0.2, 1.0, 1.0, 0.0, 0.8276836, 0.0, 0.03539823, 0.0]	[1.0, 1.0, 0.19333333, 1.0, 1.0, 0.0, 0.7671233, 0.0, 0.024844721, 0.0]	[1.0, 1.0, 0.198, 1.0, 1.0, 0.0, 0.81, 0.0, 0.032, 0.0]	0.0010838043	9.355601e-06
340	0.6011429	0.60733336	0.603	0.5602857	0.5653333	0.5618	[1.0, 1.0, 0.6, 1.0, 1.0, 0.002762431, 0.9322034, 0.0, 0.100294985, 0.0]	[1.0, 1.0, 0.54, 1.0, 1.0, 0.007246377, 0.9246575, 0.0, 0.10559006, 0.0]	[1.0, 1.0, 0.582, 1.0, 1.0, 0.004, 0.93, 0.0, 0.102, 0.0]	0.0011605285	3.3118762e-05
350	0.60714287	0.60866666	0.6076	0.54885715	0.5566667	0.5512	[1.0, 1.0, 0.47142857, 1.0, 1.0, 0.011049724, 0.9519774, 0.0028985508, 0.04719764, 0.032967035]	[1.0, 1.0, 0.47333333, 1.0, 1.0, 0.007246377, 0.94520545, 0.012903226, 0.024844721, 0.036764707]	[1.0, 1.0, 0.472, 1.0, 1.0, 0.01, 0.95, 0.006, 0.04, 0.034]	0.0013507716	3.9059087e-05
360	0.64857143	0.646	0.6478	0.6282857	0.63	0.6288	[1.0, 1.0, 0.6142857, 1.0, 1.0, 0.06906077, 0.9237288, 0.43188405, 0.27728614, 0.008241759]	[1.0, 1.0, 0.58, 1.0, 1.0, 0.08695652, 0.9041096, 0.36129034, 0.27329192, 0.0]	[1.0, 1.0, 0.604, 1.0, 1.0, 0.074, 0.918, 0.41, 0.276, 0.006]	0.0014840327	7.8450306e-05
370	0.6388571	0.6446667	0.6406	0.61485714	0.62733334	0.6186	[1.0, 1.0, 0.7885714, 1.0, 1.0, 0.027624309, 0.9576271, 0.0, 0.40707964, 0.008241759]	[1.0, 1.0, 0.7733333, 1.0, 1.0, 0.036231883, 0.94520545, 0.0, 0.41614908, 0.007352941]	[1.0, 1.0, 0.784, 1.0, 1.0, 0.03, 0.954, 0.0, 0.41, 0.008]	0.0015114238	0.00010594493
380	0.6405714	0.636	0.6392	0.58285713	0.59933335	0.5878	[1.0, 1.0, 0.6028572, 1.0, 1.0, 0.044198897, 0.90677965, 0.0, 0.2979351, 0.013736264]	[1.0, 1.0, 0.62, 1.0, 1.0, 0.06521739, 0.8767123, 0.0, 0.3416149, 0.0]	[1.0, 1.0, 0.608, 1.0, 1.0, 0.05, 0.898, 0.0, 0.312, 0.01]	0.0017099306	9.64473e-05
390	0.6842857	0.692	0.6866	0.6422857	0.6533333	0.6456	[1.0, 1.0, 0.6457143, 1.0, 1.0, 0.21546961, 0.94350284, 0.29275364, 0.30678466, 0.052197803]	[1.0, 1.0, 0.6333333, 1.0, 1.0, 0.24637681, 0.9246575, 0.31612903, 0.26708075, 0.073529415]	[1.0, 1.0, 0.642, 1.0, 1.0, 0.224, 0.938, 0.3, 0.294, 0.058]	0.0017641531	0.0001637974
400	0.7382857	0.7326667	0.7366	0.6785714	0.67866665	0.6786	[1.0, 1.0, 0.42, 1.0, 1.0, 0.39779004, 0.96892655, 0.81449276, 0.1179941, 0.093406595]	[1.0, 1.0, 0.36, 1.0, 1.0, 0.42753622, 0.9520548, 0.7419355, 0.0931677, 0.16176471]	[1.0, 1.0, 0.402, 1.0, 1.0, 0.406, 0.964, 0.792, 0.11, 0.112]	0.0019549252	0.0001147897
410	0.78571427	0.7686667	0.7806	0.7491429	0.75666666	0.7514	[1.0, 1.0, 0.5857143, 1.0, 1.0, 0.70718235, 0.93502825, 0.9884058, 0.24483776, 0.054945055]	[1.0, 1.0, 0.56, 1.0, 1.0, 0.6884058, 0.9315069, 0.9677419, 0.24844721, 0.11764706]	[1.0, 1.0, 0.578, 1.0, 1.0, 0.702, 0.934, 0.982, 0.246, 0.072]	0.0020497357	0.0001950867
420	0.7542857	0.75266665	0.7538	0.7451429	0.75	0.7466	[1.0, 1.0, 0.68857145, 1.0, 1.0, 0.6132597, 0.9830508, 0.6289855, 0.56047195, 0.010989011]	[1.0, 1.0, 0.6666667, 1.0, 1.0, 0.6086956, 0.9794521, 0.61935484, 0.54037267, 0.007352941]	[1.0, 1.0, 0.682, 1.0, 1.0, 0.612, 0.982, 0.626, 0.554, 0.01]	0.002024985	0.00019637682
430	0.7402857	0.728	0.7366	0.68542856	0.69133335	0.6872	[1.0, 1.0, 0.5542857, 1.0, 1.0, 0.63812155, 0.94067794, 0.16231884, 0.5516224, 0.032967035]	[1.0, 1.0, 0.5, 1.0, 1.0, 0.6304348, 0.93835616, 0.20645161, 0.55279505, 0.022058824]	[1.0, 1.0, 0.538, 1.0, 1.0, 0.636, 0.94, 0.176, 0.552, 0.03]	0.0021619564	0.0001976291
440	0.7728571	0.76066667	0.7692	0.7534286	0.744	0.7506	[1.0, 1.0, 0.48285714, 1.0, 1.0, 0.839779, 0.9463277, 0.81449276, 0.41297936, 0.06043956]	[1.0, 1.0, 0.46, 1.0, 1.0, 0.78985506, 0.91780823, 0.7225807, 0.42236024, 0.073529415]	[1.0, 1.0, 0.476, 1.0, 1.0, 0.826, 0.938, 0.786, 0.416, 0.064]	0.0022764262	0.000260056
450	0.81942856	0.804	0.8148	0.7802857	0.782	0.7808	[1.0, 1.0, 0.46571428, 1.0, 1.0, 0.9751381, 0.9858757, 0.9942029, 0.2979351, 0.0989011]	[1.0, 1.0, 0.41333333, 1.0, 1.0, 0.9710145, 0.9794521, 0.9870968, 0.3043478, 0.13235295]	[1.0, 1.0, 0.45, 1.0, 1.0, 0.974, 0.984, 0.992, 0.3, 0.108]	0.0023717955	0.00019793678
460	0.83514285	0.82533336	0.8322	0.7731429	0.7673333	0.7714	[1.0, 1.0, 0.34571427, 1.0, 1.0, 0.9861878, 0.980226, 1.0, 0.18879056, 0.23626374]	[1.0, 1.0, 0.28666666, 1.0, 1.0, 1.0, 0.9794521, 0.9935484, 0.16770187, 0.23529412]	[1.0, 1.0, 0.328, 1.0, 1.0, 0.99, 0.98, 0.998, 0.182, 0.236]	0.0025293538	0.00022295164
470	0.84828573	0.8433333	0.8468	0.77914286	0.7786667	0.779	[1.0, 1.0, 0.2942857, 1.0, 1.0, 1.0, 0.9858757, 0.9971014, 0.53687316, 0.0027472528]	[1.0, 1.0, 0.26, 1.0, 1.0, 1.0, 0.9726027, 0.9741936, 0.5217391, 0.0]	[1.0, 1.0, 0.284, 1.0, 1.0, 1.0, 0.982, 0.99, 0.532, 0.002]	0.002529949	0.00024356297
480	0.80285716	0.7926667	0.7998	0.73085713	0.72933334	0.7304	[1.0, 1.0, 0.23142858, 1.0, 1.0, 0.9668508, 0.9858757, 0.45507246, 0.6814159, 0.010989011]	[1.0, 1.0, 0.14666666, 1.0, 1.0, 0.9710145, 0.96575344, 0.45806453, 0.68944097, 0.007352941]	[1.0, 1.0, 0.206, 1.0, 1.0, 0.968, 0.98, 0.456, 0.684, 0.01]	0.0025746413	0.0002157474
490	0.8257143	0.808	0.8204	0.7871429	0.78466666	0.7864	[1.0, 1.0, 0.36285713, 1.0, 1.0, 0.9944751, 0.9661017, 0.9391304, 0.539823, 0.09065934]	[1.0, 1.0, 0.31333333, 1.0, 1.0, 1.0, 0.9589041, 0.88387096, 0.5590062, 0.080882356]	[1.0, 1.0, 0.348, 1.0, 1.0, 0.996, 0.964, 0.922, 0.546, 0.088]	0.0027719187	0.00027217728
500	0.84742856	0.8426667	0.846	0.79085714	0.7953333	0.7922	[1.0, 1.0, 0.37142858, 1.0, 1.0, 1.0, 0.98870057, 1.0, 0.40707964, 0.15659341]	[1.0, 1.0, 0.34, 1.0, 1.0, 1.0, 0.98630136, 0.9935484, 0.4409938, 0.15441176]	[1.0, 1.0, 0.362, 1.0, 1.0, 1.0, 0.988, 0.998, 0.418, 0.156]	0.0028132629	0.00025339262
510	0.8722857	0.86466664	0.87	0.78171426	0.77666664	0.7802	[1.0, 1.0, 0.117142856, 1.0, 1.0, 1.0, 0.98870057, 1.0, 0.24483776, 0.4642857]	[1.0, 1.0, 0.086666666, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.26086956, 0.42647058]	[1.0, 1.0, 0.108, 1.0, 1.0, 1.0, 0.99, 1.0, 0.25, 0.454]	0.003098391	0.00015858351
520	0.87371427	0.86333334	0.8706	0.766	0.772	0.7678	[1.0, 1.0, 0.19142857, 1.0, 1.0, 1.0, 0.980226, 1.0, 0.4719764, 0.03846154]	[1.0, 1.0, 0.15333334, 1.0, 1.0, 1.0, 0.9726027, 1.0, 0.51552796, 0.022058824]	[1.0, 1.0, 0.18, 1.0, 1.0, 1.0, 0.978, 1.0, 0.486, 0.034]	0.0031332765	0.00028025475
530	0.85485715	0.8473333	0.8526	0.77114284	0.76666665	0.7698	[1.0, 1.0, 0.20285714, 1.0, 1.0, 1.0, 0.99435025, 0.84347826, 0.69911504, 0.0]	[1.0, 1.0, 0.14666666, 1.0, 1.0, 1.0, 0.9931507, 0.78064513, 0.6832298, 0.0]	[1.0, 1.0, 0.186, 1.0, 1.0, 1.0, 0.994, 0.824, 0.694, 0.0]	0.0031461194	0.00025045546
540	0.8542857	0.8386667	0.8496	0.77914286	0.772	0.777	[1.0, 1.0, 0.22, 1.0, 1.0, 1.0, 0.97740114, 0.93043476, 0.64896756, 0.041208792]	[1.0, 1.0, 0.16, 1.0, 1.0, 1.0, 0.9589041, 0.87096775, 0.63975155, 0.029411765]	[1.0, 1.0, 0.202, 1.0, 1.0, 1.0, 0.972, 0.912, 0.646, 0.038]	0.0033774804	0.00029010372
550	0.88028574	0.8706667	0.8774	0.78885716	0.7873333	0.7884	[1.0, 1.0, 0.16571428, 1.0, 1.0, 1.0, 0.9858757, 1.0, 0.53097343, 0.22252747]	[1.0, 1.0, 0.10666667, 1.0, 1.0, 1.0, 0.98630136, 0.9935484, 0.55279505, 0.19117647]	[1.0, 1.0, 0.148, 1.0, 1.0, 1.0, 0.986, 0.998, 0.538, 0.214]	0.003487017	0.00027979538
560	0.8897143	0.8753333	0.8854	0.7788572	0.78066665	0.7794	[1.0, 1.0, 0.03142857, 1.0, 1.0, 1.0, 0.99435025, 1.0, 0.38053098, 0.38736263]	[1.0, 1.0, 0.02, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.4037267, 0.375]	[1.0, 1.0, 0.028, 1.0, 1.0, 1.0, 0.994, 1.0, 0.388, 0.384]	0.0037036994	0.0001647633
570	0.88942856	0.874	0.8848	0.7737143	0.77066666	0.7728	[1.0, 1.0, 0.06, 1.0, 1.0, 1.0, 0.99435025, 1.0, 0.4159292, 0.27747253]	[1.0, 1.0, 0.026666667, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.42857143, 0.22794117]	[1.0, 1.0, 0.05, 1.0, 1.0, 1.0, 0.994, 1.0, 0.42, 0.264]	0.003841485	0.00024374574
580	0.8905714	0.884	0.8886	0.7714286	0.77666664	0.773	[1.0, 1.0, 0.1, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.64896756, 0.0]	[1.0, 1.0, 0.06666667, 1.0, 1.0, 1.0, 0.9931507, 0.9935484, 0.6459627, 0.0]	[1.0, 1.0, 0.09, 1.0, 1.0, 1.0, 0.996, 0.996, 0.648, 0.0]	0.003862423	0.00027518626
590	0.8848571	0.87333333	0.8814	0.766	0.768	0.7666	[1.0, 1.0, 0.071428575, 1.0, 1.0, 1.0, 0.9915254, 0.90144926, 0.7227139, 0.0027472528]	[1.0, 1.0, 0.053333335, 1.0, 1.0, 1.0, 0.9931507, 0.83225805, 0.7329193, 0.0]	[1.0, 1.0, 0.066, 1.0, 1.0, 1.0, 0.992, 0.88, 0.726, 0.002]	0.004028961	0.0002808671
600	0.90657145	0.89133334	0.902	0.7702857	0.77533334	0.7718	[1.0, 1.0, 0.045714285, 1.0, 1.0, 1.0, 0.9858757, 1.0, 0.58112097, 0.11263736]	[1.0, 1.0, 0.026666667, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.60248446, 0.073529415]	[1.0, 1.0, 0.04, 1.0, 1.0, 1.0, 0.988, 1.0, 0.588, 0.102]	0.0042244596	0.00025767786
610	0.8922857	0.8793333	0.8884	0.758	0.76266664	0.7594	[1.0, 1.0, 0.054285713, 1.0, 1.0, 1.0, 1.0, 1.0, 0.48082596, 0.06593407]	[1.0, 1.0, 0.02, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.51552796, 0.04411765]	[1.0, 1.0, 0.044, 1.0, 1.0, 1.0, 0.998, 1.0, 0.492, 0.06]	0.004296462	0.00022297306
620	0.90257144	0.8806667	0.896	0.7877143	0.798	0.7908	[1.0, 1.0, 0.025714286, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.4159292, 0.44230768]	[1.0, 1.0, 0.013333334, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.46583852, 0.5]	[1.0, 1.0, 0.022, 1.0, 1.0, 1.0, 0.996, 1.0, 0.432, 0.458]	0.004523202	0.00020262739
630	0.90342855	0.894	0.9006	0.75942856	0.77	0.7626	[1.0, 1.0, 0.011428571, 1.0, 1.0, 1.0, 0.99717516, 1.0, 0.6135693, 0.0]	[1.0, 1.0, 0.006666667, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.6335404, 0.0]	[1.0, 1.0, 0.01, 1.0, 1.0, 1.0, 0.996, 1.0, 0.62, 0.0]	0.0045546144	0.00025072717
640	0.9014286	0.8973333	0.9002	0.76685715	0.7686667	0.7674	[1.0, 1.0, 0.037142858, 1.0, 1.0, 1.0, 0.99717516, 0.915942, 0.7492625, 0.0]	[1.0, 1.0, 0.02, 1.0, 1.0, 1.0, 0.9931507, 0.87096775, 0.7329193, 0.0]	[1.0, 1.0, 0.032, 1.0, 1.0, 1.0, 0.996, 0.902, 0.744, 0.0]	0.0046531493	0.00028410973
